Group,Link,Type
"Berkley Center for Religion, Peace & World Affairs (berkleycenter.georgetown.edu)",https://mediabiasfactcheck.com/berkley-center-for-religion-peace-and-world-affairs/,leftcenter
Berkshire Eagle (www.berkshireeagle.com),https://mediabiasfactcheck.com/berkshire-eagle/,leftcenter
Berliner Zeitung (berliner-zeitung.de),https://mediabiasfactcheck.com/berliner-zeitung/,leftcenter
Bighorn County News (bighorncountynews.com),https://mediabiasfactcheck.com/bighorn-county-news-bias/,leftcenter
Big Timber Pioneer (bigtimberpioneer.net),https://mediabiasfactcheck.com/big-timber-pioneer-bias/,leftcenter
Bill & Melinda Gates Foundation (gatesfoundation.org),https://mediabiasfactcheck.com/bill-melinda-gates-foundation-bias/,leftcenter
Bing News (www.bing.com),https://mediabiasfactcheck.com/bing-news/,leftcenter
Birmingham Mail (www.birminghammail.co.uk),https://mediabiasfactcheck.com/birmingham-mail/,leftcenter
Black Enterprise (blackenterprise.com),https://mediabiasfactcheck.com/black-enterprise-magazine-bias/,leftcenter
Blackburn News (blackburnnews.ca),https://mediabiasfactcheck.com/blackburn-news-bias-and-credibility/,leftcenter
BlackPressUSA (blackpressusa.com),https://mediabiasfactcheck.com/black-press-usa-bias/,leftcenter
Bleacher Report (bleacherreport.com),https://mediabiasfactcheck.com/bleacher-report/,leftcenter
Block Telegraph (blocktelegraph.io),https://mediabiasfactcheck.com/block-telegraph-bias/,leftcenter
Bloomberg (www.bloomberg.com),https://mediabiasfactcheck.com/bloomberg/,leftcenter
Blooming Prairie Leader (southernmiss.com/owatonna_peoples_press),https://mediabiasfactcheck.com/blooming-prairie-leader-bias/,leftcenter
Bloomington Herald-Times (heraldtimesonline.com),https://mediabiasfactcheck.com/bloomington-herald-times-bias/,leftcenter
Bloomington-Richfield Sun Current (hometownsource.com/sun_current),https://mediabiasfactcheck.com/bloomington-richfield-sun-current-bias/,leftcenter
Blowing Rocket (wataugademocrat.com/blowingrocket/),https://mediabiasfactcheck.com/blowing-rocket-bias/,leftcenter
Bluefield Daily Telegraph (bdtonline.com),https://mediabiasfactcheck.com/bluefield-daily-telegraph-bias/,leftcenter
Bluestem Prairie (www.bluestemprairie.com),https://mediabiasfactcheck.com/bluestem-prairie/,leftcenter
Blue Tent (bluetent.us),https://mediabiasfactcheck.com/blue-tent-bias/,leftcenter
BNN Bloomberg (bnnbloomberg.ca),https://mediabiasfactcheck.com/bnn-bloomberg-bias/,leftcenter
Bolts Magazine (boltmag.org),https://mediabiasfactcheck.com/bolts-magazine-bias-and-credibility/,leftcenter
Bonnyville Nouvelle (lakelandtoday.ca),https://mediabiasfactcheck.com/bonnyville-nouvelle-bias/,leftcenter
Bored Panda (https://www.boredpanda.com/),https://mediabiasfactcheck.com/bored-panda-bias/,leftcenter
Borgen Magazine (borgenmagazine.com),https://mediabiasfactcheck.com/borgen-magazine-bias/,leftcenter
Borgen Project (borgenproject.org),https://mediabiasfactcheck.com/borgen-project-bias/,leftcenter
Boston.com,https://mediabiasfactcheck.com/boston-com/,leftcenter
Boston Globe (www.bostonglobe.com),https://mediabiasfactcheck.com/boston-globe/,leftcenter
Boston Magazine (bostonmagazine.com),https://mediabiasfactcheck.com/boston-magazine-bias-and-credibility/,leftcenter
Boundless (boundless.com),https://mediabiasfactcheck.com/boundless-bias/,leftcenter
Bowen Island Undercurrent (bowenislandundercurrent.com),https://mediabiasfactcheck.com/bowen-island-undercurrent-bias/,leftcenter
Boy Genius Report (bgr.com),https://mediabiasfactcheck.com/boy-genius-report-bgr/,leftcenter
Bozeman Chronicle-Express (chronicle-express.com),https://mediabiasfactcheck.com/bozeman-chronicle-express-bias/,leftcenter
Bozeman Daily Chronicle (bozemandailychronicle.com),https://mediabiasfactcheck.com/bozeman-daily-chronicle-bias/,leftcenter
Bracebridge (muskokaregion.com/bracebridge-on/),https://mediabiasfactcheck.com/bracebridge-examiner-bias/,leftcenter
Brampton Guardian,https://mediabiasfactcheck.com/brampton-guardian/,leftcenter
Braun Research (braunresearch.com),https://mediabiasfactcheck.com/braun-research-bias/,leftcenter
BreakingNews.ie,https://mediabiasfactcheck.com/breakingnews-ie-bias/,leftcenter
Brennan Center for Justice (www.brennancenter.org),https://mediabiasfactcheck.com/brennan-center-for-justice/,leftcenter
Brockton Enterprise (enterprisenews.com),https://mediabiasfactcheck.com/brockton-enterprise-bias/,leftcenter
Brookings Institute (www.brookings.edu),https://mediabiasfactcheck.com/brookings-institute/,leftcenter
Brooklyn Center Sun Post (hometownsource.com/sun_post/),https://mediabiasfactcheck.com/brooklyn-center-sun-post-bias/,leftcenter
Brown Political Review (brownpoliticalreview.org),https://mediabiasfactcheck.com/brown-political-review-bias/,leftcenter
Bucks County Courier Times (phillyburbs.com),https://mediabiasfactcheck.com/bucks-county-courier-times-bias/,leftcenter
Bucyrus Telegraph-Forum (bucyrustelegraphforum.com),https://mediabiasfactcheck.com/bucyrus-telegraph-forum-bias/,leftcenter
Bulletin of Atomic Scientists (thebulletin.org),https://mediabiasfactcheck.com/bulletin-of-the-atomic-scientists/,leftcenter
The Bundeszentrale für politische Bildung (BPB.de),https://mediabiasfactcheck.com/bundeszentrale-fur-politische-bildung-bpb-bias/,leftcenter
Bunk History (bunkhistory.org),https://mediabiasfactcheck.com/bunk-history-bias/,leftcenter
Burlington County Times (burlingtoncountytimes.com),https://mediabiasfactcheck.com/burlington-county-times-bias/,leftcenter
Burlington Free Press (burlingtonfreepress.com),https://mediabiasfactcheck.com/burlington-free-press-bias/,leftcenter
Burlington Post (insidehalton.com/burlington-on/),https://mediabiasfactcheck.com/burlington-post-bias/,leftcenter
Burnaby Now (burnabynow.com),https://mediabiasfactcheck.com/burnaby-now-bias/,leftcenter
Burns Lake Lakes District News (burnslakelakesdistrictnews.com),https://mediabiasfactcheck.com/burns-lake-lakes-district-news-bias/,leftcenter
Burnsville-Eagan Sun ThisWeek (hometownsource.com/sun_thisweek/),https://mediabiasfactcheck.com/burnsville-eagan-sun-thisweek-bias/,leftcenter
Business Insider (www.businessinsider.com),https://mediabiasfactcheck.com/business-insider/,leftcenter
Bustle Magazine (www.bustle.com),https://mediabiasfactcheck.com/bustle-magazine/,leftcenter
Buzzfeed (www.buzzfeed.com),https://mediabiasfactcheck.com/buzzfeed/,leftcenter
Buzzfeed News (buzzfeednews.com),https://mediabiasfactcheck.com/buzzfeed-news/,leftcenter
Byline Times (bylinetimes.com),https://mediabiasfactcheck.com/byline-times/,leftcenter
Caledon Enterprise (caledonenterprise.com),https://mediabiasfactcheck.com/caledon-enterprise-bias/,leftcenter
Caledonia Courier (caledoniacourier.com),https://mediabiasfactcheck.com/caledonia-courier-bias/,leftcenter
Calmatters.org,https://mediabiasfactcheck.com/calmatters-bias/,leftcenter
Cambodia Daily (english.cambodiadaily.com),https://mediabiasfactcheck.com/cambodia-daily-bias-and-credibility/,leftcenter
Cambridge News & Deerfield Independent (hngnews.com/cambridge_deerfield/),https://mediabiasfactcheck.com/cambridge-news-deerfield-independent-bias/,leftcenter
Cambridge Times (cambridgetimes.ca),https://mediabiasfactcheck.com/cambridge-times-bias/,leftcenter
Campbell River Mirror (campbellrivermirror.com),https://mediabiasfactcheck.com/campbell-river-mirror-bias/,leftcenter
Canadaigua Daily Messenger (mpnnow.com),https://mediabiasfactcheck.com/canadaigua-daily-messenger-bias/,leftcenter
Canadaland (www.canadalandshow.com),https://mediabiasfactcheck.com/canadaland/,leftcenter
Canary Media (canarymedia.com),https://mediabiasfactcheck.com/canary-media-bias/,leftcenter
Canberra Times (canberratimes.com.au),https://mediabiasfactcheck.com/canberra-times-bias-and-credibility/,leftcenter
Canora Courier (sasktoday.ca/central/canora-courier),https://mediabiasfactcheck.com/canora-courier-bias/,leftcenter
Canton Repository (cantonrep.com),https://mediabiasfactcheck.com/canton-repository-bias/,leftcenter
Capital Gazette (www.capitalgazette.com),https://mediabiasfactcheck.com/capital-gazette/,leftcenter
Carbon County News (carboncountynews.com),https://mediabiasfactcheck.com/carbon-county-news-bias/,leftcenter
Carbon Tracker Initiative (carbontracker.org),https://mediabiasfactcheck.com/carbon-tracker-initiative-bias/,leftcenter
Caribbean Life News (www.caribbeanlifenews.com),https://mediabiasfactcheck.com/caribbean-life-news/,leftcenter
Carleton Place Canadian Gazette (insideottawavalley.com/carletonplace-on/),https://mediabiasfactcheck.com/carleton-place-canadian-gazette/,leftcenter
Carlsbad Current-Argus (currentargus.com),https://mediabiasfactcheck.com/carlsbad-current-argus-bias/,leftcenter
Carlyle Observer (sasktoday.ca/south/carlyle-observer),https://mediabiasfactcheck.com/carlyle-observer-bias/,leftcenter
Carnegie Endowment for International Peace (carnegieendowment.org),https://mediabiasfactcheck.com/carnegie-endowment-for-international-peace/,leftcenter
Carolina Public Press (carolinapublicpress.org),https://mediabiasfactcheck.com/carolina-public-press/,leftcenter
Carriage Towne News (carriagetownenews.com),https://mediabiasfactcheck.com/carriage-towne-news-bias/,leftcenter
Carroll News (thecarrollnews.com),https://mediabiasfactcheck.com/carroll-news-bias/,leftcenter
Castlegar News (castlegarnews.com),https://mediabiasfactcheck.com/castlegar-news-bias/,leftcenter
Castor Advance (castoradvance.com),https://mediabiasfactcheck.com/castor-advance-bias/,leftcenter
Catch News (http://www.catchnews.com),https://mediabiasfactcheck.com/catch-news-bias-rating/,leftcenter
CBC News (www.cbc.ca),https://mediabiasfactcheck.com/cbc-news-canadian-broadcasting/,leftcenter
CBS Boston – WBZ-TV (boston.cbslocal.com),https://mediabiasfactcheck.com/cbs-boston-wbz-tv/,leftcenter
CBS Los Angeles – KCBS (losangeles.cbslocal.com),https://mediabiasfactcheck.com/cbs-los-angeles-kcbs/,leftcenter
CBS News (www.cbsnews.com),https://mediabiasfactcheck.com/cbs-news/,leftcenter
CBS New York (newyork.cbslocal.com),https://mediabiasfactcheck.com/cbs-new-york-wcbs-tv-wlny-tv/,leftcenter
CBS Seattle – Cw 11 (seattle.cbslocal.com),https://mediabiasfactcheck.com/cbs-seattle-cw-11-bias/,leftcenter
Cecil Whig (cecildaily.com),https://mediabiasfactcheck.com/cecil-whig-bias/,leftcenter
Censor.NET,https://mediabiasfactcheck.com/censor-net/,leftcenter
Center for Advanced Defense studies (c4ads.org),https://mediabiasfactcheck.com/center-for-advanced-defense-studies/,leftcenter
Center for Global Development (www.cgdev.org),https://mediabiasfactcheck.com/center-for-global-development/,leftcenter
Center for Inquiry (www.centerforinquiry.org),https://mediabiasfactcheck.com/center-for-inquiry/,leftcenter
Center for International Policy (www.ciponline.org),https://mediabiasfactcheck.com/center-for-international-policy/,leftcenter
Center for a New American Security (www.cnas.org),https://mediabiasfactcheck.com/center-for-a-new-american-security/,leftcenter
Center for Popular Democracy (populardemocracy.org),https://mediabiasfactcheck.com/center-popular-democracy/,leftcenter
Center for Public Integrity (www.publicintegrity.org),https://mediabiasfactcheck.com/center-for-public-integrity/,leftcenter
Center for Science in the Public Interest (cspinet.org),https://mediabiasfactcheck.com/center-for-science-in-the-public-interest-cspi-bias-and-credibility/,leftcenter
Center on Budget and Policy Priorities (www.cbpp.org),https://mediabiasfactcheck.com/the-center-on-budget-and-policy-priorities/,leftcenter
Central News Agency (CNA) / Focus Taiwan (http://focustaiwan.tw/),https://mediabiasfactcheck.com/central-news-agency-cna-focus-taiwan/,leftcenter
Central Western Daily (centralwesterndaily.com.au),https://mediabiasfactcheck.com/central-western-daily-bias/,leftcenter
Chalkbeat (chalkbeat.org),https://mediabiasfactcheck.com/chalkbeat-bias/,leftcenter
Chambersburg Public Opinion (publicopiniononline.com),https://mediabiasfactcheck.com/chambersburg-public-opinion-bias/,leftcenter
Channel 4 News (UK) (channel4.com/news),https://mediabiasfactcheck.com/channel-4-news-uk/,leftcenter
Charleston Gazette Mail (www.wvgazettemail.com),https://mediabiasfactcheck.com/charleston-gazette-mail/,leftcenter
Charlotte Observer (www.charlotteobserver.com),https://mediabiasfactcheck.com/charlotte-observer/,leftcenter
Cheddar (cheddar.com),https://mediabiasfactcheck.com/cheddar/,leftcenter
Cheboygan Daily Tribune (cheboygannews.com),https://mediabiasfactcheck.com/cheboygan-daily-tribune-bias/,leftcenter
Chemainus Valley Courier (chemainusvalleycourier.ca),https://mediabiasfactcheck.com/chemainus-valley-courier-bias/,leftcenter
Cherry Hill Courier-Post (courierpostonline.com),https://mediabiasfactcheck.com/cherry-hill-courier-post-bias/,leftcenter
Chicago Sun-Times (chicago.suntimes.com),https://mediabiasfactcheck.com/chicago-sun-times/,leftcenter
Chickasha Express-Star (chickashanews.com),https://mediabiasfactcheck.com/chickasha-express-star-bias/,leftcenter
Chillicothe Gazette (chillicothegazette.com),https://mediabiasfactcheck.com/chillicothe-gazette/,leftcenter
Chilliwack Progress (theprogress.com),https://mediabiasfactcheck.com/chilliwack-progress-bias/,leftcenter
China Africa Project (chinaafricaproject.com),https://mediabiasfactcheck.com/the-china-africa-project-cap/,leftcenter
Christian Century Magazine (Christiancentury.org),https://mediabiasfactcheck.com/the-christian-century-magazine-bias/,leftcenter
Circleville Herald (circlevilleherald.com),https://mediabiasfactcheck.com/circleville-herald-bias/,leftcenter
Citizen Truth (citizentruth.org),https://mediabiasfactcheck.com/citizen-truth/,leftcenter
Citizens for Responsibility and Ethics in Washington (CREW) (www.citizensforethics.org),https://mediabiasfactcheck.com/citizens-responsibility-ethics-washington-crew/,leftcenter
Citizens for Tax Justice (ctj.org),https://mediabiasfactcheck.com/citizens-for-tax-justice/,leftcenter
CityLab (Citylab.com),https://mediabiasfactcheck.com/citylab/,leftcenter
City and State New York (cityandstateny.com),https://mediabiasfactcheck.com/city-and-state-new-york/,leftcenter
CK NewsToday (cknewstoday.ca),https://mediabiasfactcheck.com/ck-newstoday-bias/,leftcenter
CKNX News Today (cknxnewstoday.ca),https://mediabiasfactcheck.com/cknx-news-today-bias/,leftcenter
Claremore Daily Progress (claremoreprogress.com),https://mediabiasfactcheck.com/claremore-daily-progress-bias/,leftcenter
Clarington This Week (durhamregion.com/clarington-on/),https://mediabiasfactcheck.com/clarington-this-week-bias/,leftcenter
