Group,Link,Type
Haaretz (www.haaretz.com),https://mediabiasfactcheck.com/haaretz/,left
Harper’s Bazaar (harpersbazaar.com),https://mediabiasfactcheck.com/harpers-bazaar-bias/,left
Harvard International Review (hir.harvard.edu),https://mediabiasfactcheck.com/harvard-international-review-bias/,left
High Times (hightimes.com),https://mediabiasfactcheck.com/high-times-bias/,left
Hill Reporter (hillreporter.com),https://mediabiasfactcheck.com/hill-reporter/,left
Hope Not Hate (hopenothate.org.uk),https://mediabiasfactcheck.com/hope-not-hate-bias/,left
Huffington Post (www.huffingtonpost.com),https://mediabiasfactcheck.com/huffington-post/,left
Human Rights Campaign (www.hrc.org),https://mediabiasfactcheck.com/human-rights-campaign/,left
Idaho Capital Sun (idahocapitalsun.com),https://mediabiasfactcheck.com/idaho-capital-sun-bias/,left
In Defence of Marxism (www.marxist.com),https://mediabiasfactcheck.com/in-defence-of-marxism/,left
In These Times (inthesetimes.com),https://mediabiasfactcheck.com/in-these-times/,left
Independent Florida Alligator (alligator.org),https://mediabiasfactcheck.com/the-independent-florida-alligator/,left
Indivisible Movement (indivisible.org),https://mediabiasfactcheck.com/indivisible-movement-bias/,left
Indy Week (indyweek.com),https://mediabiasfactcheck.com/indy-week-bias-and-credibility/,left
Inequality Media (www.inequalitymedia.org),https://mediabiasfactcheck.com/inequality-media/,left
Informed Comment (Juan Cole) (www.juancole.com),https://mediabiasfactcheck.com/informed-comment/,left
Inkstick Media (inkstickmedia.com),https://mediabiasfactcheck.com/inkstick-media-bias/,left
Institute for New Economic Thinking (ineteconomics.org),https://mediabiasfactcheck.com/institute-for-new-economic-thinking-bias/,left
Institute for Policy Studies (www.ips-dc.org),https://mediabiasfactcheck.com/institute-policy-studies/,left
International Policy Institute (intpolicydigest.org),https://mediabiasfactcheck.com/international-policy-digest-bias/,left
International Socialism Journal (isj.org.uk),https://mediabiasfactcheck.com/international-socialism-journal-bias/,left
International Viewpoint (www.internationalviewpoint.org),https://mediabiasfactcheck.com/international-viewpoint/,left
Intrepid Report (www.intrepidreport.com),https://mediabiasfactcheck.com/intrepid-report/,left
Iowa Capital Dispatch (iowacapitaldispatch.com),https://mediabiasfactcheck.com/iowa-capital-dispatch/,left
Iowa Starting Line (iowastartingline.com),https://mediabiasfactcheck.com/iowa-starting-line/,left
It’s Going Down (itsgoingdown.org),https://mediabiasfactcheck.com/its-going-down/,left
Jacobin (www.jacobinmag.com),https://mediabiasfactcheck.com/jacobin/,left
Jewish Currents (jewishcurrents.org),https://mediabiasfactcheck.com/jewish-currents-bias/,left
Jewish Voice for Peace (jewishvoiceforpeace.org),https://mediabiasfactcheck.com/jewish-voice-for-peace-jvp-bias/,left
Jezebel (jezebel.com),https://mediabiasfactcheck.com/jezebel/,left
JoeBiden.com,https://mediabiasfactcheck.com/joebiden-com/,left
Junkee (junkee.com),https://mediabiasfactcheck.com/junkee-bias/,left
Kansas Reflector (kansasreflector.com),https://mediabiasfactcheck.com/kansas-reflector-bias/,left
Kentucky Lantern (kentuckylantern.com),https://mediabiasfactcheck.com/kentucky-lantern-bias/,left
Knock-LA (knock-la.com),https://mediabiasfactcheck.com/knock-la-bias/,left
Lavender Magazine (www.lavendermagazine.com),https://mediabiasfactcheck.com/lavender-magazine/,left
LA Weekly (laweekly.com),https://mediabiasfactcheck.com/la-weekly/,left
League of Conservation Voters (lcv.org),https://mediabiasfactcheck.com/the-league-of-conservation-voters-bias/,left
Left Foot Forward (leftfootforward.org),https://mediabiasfactcheck.com/left-foot-forward/,left
Left Voice (www.leftvoice.org),https://mediabiasfactcheck.com/left-voice/,left
Legal Reader (legalreader.com),https://mediabiasfactcheck.com/legal-reader-bias/,left
Leicester Gazette (leicester.news),https://mediabiasfactcheck.com/leicester-gazette-bias/,left
Le Media (lemediatv.fr),https://mediabiasfactcheck.com/le-media-bias/,left
Le Monde Diplomatique (monde-diplomatique.fr),https://mediabiasfactcheck.com/le-monde-diplomatique-bias/,left
LEO Weekly – Louisville (leoweekly.com),https://mediabiasfactcheck.com/leo-weekly-louisville-bias/,left
LGBTQ Nation (www.lgbtqnation.com),https://mediabiasfactcheck.com/lgbtq-nation/,left
Libcom.org (libcom.org),https://mediabiasfactcheck.com/libcom-org/,left
Liberal America (liberalamerica.life),https://mediabiasfactcheck.com/liberal-america/,left
Liberation News (www.liberationnews.org),https://mediabiasfactcheck.com/liberation-news/,left
Little Green Footballs (littlegreenfootballs.com),https://mediabiasfactcheck.com/little-green-footballs/,left
Louisiana Illuminator (lailluminator.com),https://mediabiasfactcheck.com/lousiana-illuminator-bias/,left
Mail & Guardian (mg.co.za),https://mediabiasfactcheck.com/mail-guardian-bias/,left
Maine Beacon (mainebeacon.com),https://mediabiasfactcheck.com/maine-beacon/,left
Maine Morning Star – (mainemorningstar.com),https://mediabiasfactcheck.com/maine-morning-star-bias/,left
Movement Advancement Project (mapresearch.org),https://mediabiasfactcheck.com/movement-advancement-project-map-bias/,left
Marxists Internet Archive (MIA) (marxists.org),https://mediabiasfactcheck.com/marxists-internet-archive-mia-bias/,left
Mashable (mashable.com),https://mediabiasfactcheck.com/mashable/,left
Media Matters (mediamatters.org),https://mediabiasfactcheck.com/media-matters/,left
Mediaite (www.mediaite.com),https://mediabiasfactcheck.com/mediaite/,left
Meduza (meduza.io),https://mediabiasfactcheck.com/meduza/,left
MeidasTouch (meidastouch.com),https://mediabiasfactcheck.com/meidastouch/,left
Metro Weekly (metroweekly.com),https://mediabiasfactcheck.com/metro-weekly-bias/,left
Merry Jane (www.merryjane.com),https://mediabiasfactcheck.com/merry-jane/,left
Miami New Times (www.miaminewtimes.com),https://mediabiasfactcheck.com/miami-new-times-2/,left
Michigan Advance (michiganadvance.com),https://mediabiasfactcheck.com/michigan-advance-bias/,left
Middle East Monitor (www.middleeastmonitor.com),https://mediabiasfactcheck.com/middle-east-monitor/,left
Middletown Media (www.muncievoice.com),https://mediabiasfactcheck.com/muncie-voice/,left
Milwaukee Independent (milwaukeeindependent.org),https://mediabiasfactcheck.com/milwaukee-independent/,left
Minnesota Reformer (minnesotareformer.com),https://mediabiasfactcheck.com/minnesota-reformer-bias/,left
Mississippi Free Press (mississippifreepress.org),https://mediabiasfactcheck.com/mississippi-free-press-bias/,left
Missouri Independent (missouriindependent.com),https://mediabiasfactcheck.com/missouri-independent-bias/,left
Modern Liberals (modernliberals.com),https://mediabiasfactcheck.com/modern-liberals/,left
Monthly Review (monthlyreview.org),https://mediabiasfactcheck.com/monthly-review/,left
MR Online (mronline.org),https://mediabiasfactcheck.com/mr-online-bias-and-credibility/,left
Ms. (Magazine) (www.msmagazine.com),https://mediabiasfactcheck.com/ms-magazine/,left
MSNBC (www.msnbc.com),https://mediabiasfactcheck.com/msnbc/,left
Nation of Change (www.nationofchange.org),https://mediabiasfactcheck.com/nation-of-change/,left
National Association for the Advancement of Colored People (NAACP) (www.naacp.org),https://mediabiasfactcheck.com/national-association-advancement-colored-people-naacp/,left
National Democratic Training Committee (traindemocrats.org),https://mediabiasfactcheck.com/national-democratic-training-committee-ndtc-bias-and-credibility/,left
National Immigration Law Center (nilc.org),https://mediabiasfactcheck.com/national-immigration-law-center-nilc-bias/,left
National Organization for Women (NOW.org),https://mediabiasfactcheck.com/national-organization-for-women-now-bias-and-credibility/,left
National Women’s Law Center (nwlc.org),https://mediabiasfactcheck.com/national-womens-law-center-nwlc-bias/,left
Natural Resources Defense Council (www.nrdc.org),https://mediabiasfactcheck.com/natural-resources-defense-council/,left
NC Policy Watch (www.ncpolicywatch.com),https://mediabiasfactcheck.com/nc-policy-watch/,left
Nebraska Examiner (nebraskaexaminer.com),https://mediabiasfactcheck.com/nebraska-examiner-bias/,left
Neues Deutschland (nd-aktuell.de),https://mediabiasfactcheck.com/neues-deutschland-nd-bias-and-credibility/,left
Nevada Current (nevadacurrent.com),https://mediabiasfactcheck.com/nevada-current-bias/,left
New Internationalist (newint.org),https://mediabiasfactcheck.com/new-internationalist/,left
New Jersey Monitor (newjerseymonitor.com),https://mediabiasfactcheck.com/new-jersey-monitor-bias/,left
New Politics Magazine (newpol.org),https://mediabiasfactcheck.com/new-politics-magazine/,left
New Republic (newrepublic.com),https://mediabiasfactcheck.com/new-republic/,left
New Statesman (www.newstatesman.com),https://mediabiasfactcheck.com/new-statesman/,left
New York Amsterdam News (amsterdamnews.com),https://mediabiasfactcheck.com/new-york-amsterdam-news/,left
New York Focus (nyfocus.com),https://mediabiasfactcheck.com/new-york-focus-bias/,left
New York Magazine (nymag.com),https://mediabiasfactcheck.com/new-york-magazine/,left
New Yorker (www.newyorker.com),https://mediabiasfactcheck.com/new-yorker/,left
NewsClick (newsclick.in),https://mediabiasfactcheck.com/newsclick-bias-and-credibility/,left
News Corpse (newscorpse.com),https://mediabiasfactcheck.com/news-corpse/,left
News From the States (newsfromthestates.com),https://mediabiasfactcheck.com/news-from-the-states-bias/,left
News Hounds (www.newshounds.us),https://mediabiasfactcheck.com/newshounds/,left
NewsOne (www.newsone.com),https://mediabiasfactcheck.com/newsone/,left
Nonprofit Quarterly (nonprofitquarterly.org),https://mediabiasfactcheck.com/nonprofit-quarterly-bias-and-credibility/,left
North Dakota Monitor (northdakotamonitor.com),https://mediabiasfactcheck.com/north-dakota-monitor-bias/,left
Novara Media (novaramedia.com),https://mediabiasfactcheck.com/novara-media-bias/,left
Now Magazine (nowtoronto.com),https://mediabiasfactcheck.com/now-magazine/,left
Oaklandside (oaklandside.org),https://mediabiasfactcheck.com/oaklandside-bias-and-credibility/,left
Occupy.com (www.occupy.com),https://mediabiasfactcheck.com/occupy-com/,left
Ohio Capital-Journal (ohiocapitaljournal.com),https://mediabiasfactcheck.com/ohio-capital-journal-bias/,left
Oklahoma Voice (oklahomavoice.com),https://mediabiasfactcheck.com/oklahoma-voice-bias/,left
OKO.Press,https://mediabiasfactcheck.com/oko-press-bias-and-credibility/,left
One Green Planet (www.onegreenplanet.org),https://mediabiasfactcheck.com/one-green-planet/,left
OpEdNews (OEN) (www.opednews.com),https://mediabiasfactcheck.com/opednews-oen/,left
Open Society Foundations (opensocietyfoundations.org),https://mediabiasfactcheck.com/open-society-foundations/,left
Oregon Capital Chronicle (oregoncapitalchronicle.com),https://mediabiasfactcheck.com/oregon-capital-chronicle-bias/,left
Orlando Weekly (orlandoweekly.com),https://mediabiasfactcheck.com/orlando-weekly-bias/,left
Out Magazine (out.com),https://mediabiasfactcheck.com/out-magazine/,left
Oxfam America (oxfamamerica.org),https://mediabiasfactcheck.com/oxfam-america-bias-and-credibility/,left
Palestine News Network (english.pnn.ps),https://mediabiasfactcheck.com/pnn-palestine-news-network-bias-and-credibility/,left
Palestinian Information Center (palinfo.com),https://mediabiasfactcheck.com/palestinian-information-center-pic-bias-and-credibility/,left
Palmer Report (www.palmerreport.com),https://mediabiasfactcheck.com/palmer-report/,left
Paste Magazine (www.pastemagazine.com),https://mediabiasfactcheck.com/paste-magazine/,left
Pennsylvania Capital-Star (penncapital-star.com),https://mediabiasfactcheck.com/pennsylvania-capital-star/,left
People for the American Way (PFAW) (www.pfaw.org),https://mediabiasfactcheck.com/people-american-way-pfaw/,left
People Magazine (people.com),https://mediabiasfactcheck.com/people-magazine/,left
People’s Policy Project (peoplespolicyproject.org),https://mediabiasfactcheck.com/peoples-policy-project-bias/,left
People’s World (peoplesworld.org),https://mediabiasfactcheck.com/peoples-world-bias/,left
Physicians for a National Health Program (pnhp.org),https://mediabiasfactcheck.com/physicians-for-a-national-health-program-pnhp-bias-and-credibility/,left
PINAC (photographyisnotacrime.com),https://mediabiasfactcheck.com/pinac/,left
Pink News (www.pinknews.co.uk),https://mediabiasfactcheck.com/pink-news/,left
Political Flare (politicalflare.com),https://mediabiasfactcheck.com/political-flare/,left
Political Research Associates (politicalresearch.org),https://mediabiasfactcheck.com/political-research-associates-pra-bias-and-credibility/,left
Political Tribune (politicaltribune.org)(Formerly DC Tribune),https://mediabiasfactcheck.com/dc-tribune/,left
