Group,Link,Type
American Journal of Archaeology (www.ajaonline.org),https://mediabiasfactcheck.com/american-journal-of-archaeology/,pro-science
American Journal of Human Genetics (cell.com/ajhg/),https://mediabiasfactcheck.com/american-journal-of-human-genetics-ajhg-bias/,pro-science
American Journal of Public Health (AJPH),https://mediabiasfactcheck.com/american-journal-of-public-health-ajph/,pro-science
American Lung Association (lung.org),https://mediabiasfactcheck.com/american-lung-association/,pro-science
American Medical Association (AMA) (ama-assn.org),https://mediabiasfactcheck.com/american-medical-association-ama/,pro-science
American Physical Society (APS) (www.aps.org),https://mediabiasfactcheck.com/american-physical-society-aps/,pro-science
American Psychiatric Association (APA) (psychiatry.org),https://mediabiasfactcheck.com/american-psychiatric-association/,pro-science
American Psychoanalytic Association (www.apsa.org),https://mediabiasfactcheck.com/american-psychoanalytic-association/,pro-science
American Psychological Association (https://www.apa.org),https://mediabiasfactcheck.com/american-psychological-association-apa/,pro-science
American Scientist (www.americanscientist.org),https://mediabiasfactcheck.com/american-scientist/,pro-science
Analytica Journal (mdpi.com/journal/analytica/),https://mediabiasfactcheck.com/analytica-journal-bias/,pro-science
Analytical Chemistry Journal (annualreviews.org/journal/anchem),https://mediabiasfactcheck.com/analytical-chemistry-bias/,pro-science
Analytics Journal (mdpi.com/journal/analytics),https://mediabiasfactcheck.com/analytics-journal-bias/,pro-science
Anatomia Journal (mdpi.com/journal/anatomia/),https://mediabiasfactcheck.com/anatomia-journal-credibility/,pro-science
Annual Review of Clinical Psychology (annualreviews.org/content/journals/clinpsy),https://mediabiasfactcheck.com/annual-review-of-clinical-psychology-bias/,pro-science
Annual Review of Economics (annualreviews.org/content/journals/economics),https://mediabiasfactcheck.com/annual-review-of-economics-bias-and-credibility/,pro-science
Annual Review of Genetics (annualreviews.org/content/journals/genet),https://mediabiasfactcheck.com/annual-review-of-genetics-bias-and-credibility/,pro-science
Annual Review of Immunology (annualreviews.org/content/journals/immunol),https://mediabiasfactcheck.com/annual-review-of-immunology-bias/,pro-science
Annual Review of Linguistics (annualreviews.org/content/journals/linguistics),https://mediabiasfactcheck.com/annual-review-of-linguistics-bias/,pro-science
Annual Review of Marine Biology (annualreviews.org/content/journals/marine),https://mediabiasfactcheck.com/annual-review-of-marine-biology-bias-and-credibility/,pro-science
Annual Review of Materials Research (annualreviews.org/content/journals/matsci),https://mediabiasfactcheck.com/annual-review-of-materials-research-bias/,pro-science
Annual Review of Medicine (annualreviews.org/content/journals/med),https://mediabiasfactcheck.com/annual-review-of-medicine-bias/,pro-science
Annual Review of Microbiology (annualreviews.org/content/journals/micro),https://mediabiasfactcheck.com/annual-review-of-microbiology-bias/,pro-science
Annual Review of Neuroscience (annualreviews.org/content/journals/neuro),https://mediabiasfactcheck.com/annual-review-of-neuroscience-bias/,pro-science
Annual Review of Nuclear and Particle Science (annualreviews.org/content/journals/nucl),https://mediabiasfactcheck.com/annual-review-of-nuclear-and-particle-science-bias/,pro-science
Annual Reviews (annualreviews.org),https://mediabiasfactcheck.com/annual-reviews-bias-and-credibility/,pro-science
Animal Biosciences Journal (annualreviews.org/journal/animal),https://mediabiasfactcheck.com/animal-biosciences-journal-bias/,pro-science
Animals Journal (mdpi.com/journal/animals),https://mediabiasfactcheck.com/animals-journal-bias/,pro-science
Anthropology Journal (annualreviews.org/journal/anthro),https://mediabiasfactcheck.com/anthropology-journal-bias/,pro-science
Anxiety and Depression Association of America (ADAA) (adaa.org/),https://mediabiasfactcheck.com/anxiety-and-depression-association-of-america-adaa/,pro-science
Antibiotics Journal (mdpi.com/journal/antibiotics),https://mediabiasfactcheck.com/antibiotics-journal-bias/,pro-science
Antibodies Journal (mdpi.com/journal/antibodies),https://mediabiasfactcheck.com/antibodies-journal-bias/,pro-science
Antioxidants Journal (mdpi.com/journal/antioxidants),https://mediabiasfactcheck.com/antioxidants-journal-bias/,pro-science
Applied Biosciences Journal (mdpi.com/journal/applbiosci),https://mediabiasfactcheck.com/applied-biosciences-journal-bias/,pro-science
AppliedChem Journal (mdpi.com/journal/appliedchem),https://mediabiasfactcheck.com/appliedchem-journal-bias/,pro-science
AppliedMath Journal (mdpi.com/journal/appliedmath),https://mediabiasfactcheck.com/appliedmath-journal-bias/,pro-science
Applied Mechanics (mdpi.com/journal/applmech),https://mediabiasfactcheck.com/applied-mechanics-journal-bias/,pro-science
Applied Microbiology Journal (mdpi.com/journal/applmicrobiol),https://mediabiasfactcheck.com/applied-microbiology-bias/,pro-science
Applied Nano Journal (mdpi.com/journal/applnano),https://mediabiasfactcheck.com/applied-nano-journal-bias/,pro-science
Applied Sciences Journal (mdpi.com/journal/applsci),https://mediabiasfactcheck.com/applied-sciences-journal-bias/,pro-science
Applied System Innovation (mdpi.com/journal/asi),https://mediabiasfactcheck.com/applied-system-innovation-bias/,pro-science
Aquaculture Journal (mdpi.com/journal/aquacj),https://mediabiasfactcheck.com/aquaculture-journal-bias/,pro-science
Archaelogy Magazine (www.archaeology.org),https://mediabiasfactcheck.com/archaeology-magazine/,pro-science
Architecture Journal (mdpi.com/journal/architecture),https://mediabiasfactcheck.com/architecture-journal-bias/,pro-science
Arthropoda Journal (mdpi.com/journal/arthropoda),https://mediabiasfactcheck.com/arthropoda-journal-bias/,pro-science
Astronomy and Astrophysics Journal (annualreviews.org/journal/astro),https://mediabiasfactcheck.com/astronomy-and-astrophysics-journal-bias/,pro-science
Astronomy Journal (mdpi.com/journal/astronomy),https://mediabiasfactcheck.com/astronomy-journal-bias/,pro-science
Astronomy Magazine (www.astronomy.com),https://mediabiasfactcheck.com/astronomy-magazine/,pro-science
Atmosphere Journal (mdpi.com/journal/atmosphere),https://mediabiasfactcheck.com/atmosphere-journal-bias/,pro-science
Atoms Journal (mdpi.com/journal/atoms),https://mediabiasfactcheck.com/atoms-journal-bias/,pro-science
Audiology Research Journal (mdpi.com/journal/audiolres),https://mediabiasfactcheck.com/audiology-research-journal-bias/,pro-science
Australian Skeptics Inc. (www.skeptics.com.au),https://mediabiasfactcheck.com/australian-skeptics-inc/,pro-science
Autistic Self Advocacy Network (ASAN) (autisticadvocacy.org),https://mediabiasfactcheck.com/autistic-self-advocacy-network/,pro-science
Automation Journal (mdpi.com/journal/automation),https://mediabiasfactcheck.com/automation-journal-bias/,pro-science
Axioms Journal (mdpi.com/journal/axioms),https://mediabiasfactcheck.com/axioms-journal-bias/,pro-science
Bacteria Journal (mdpi.com/journal/bacteria),https://mediabiasfactcheck.com/bacteria-journal-bias/,pro-science
Batteries Journal (mdpi.com/journal/batteries),https://mediabiasfactcheck.com/batteries-journal-bias/,pro-science
BBC Science Focus (sciencefocus.com),https://mediabiasfactcheck.com/bbc-science-focus-bias/,pro-science
Behavioral and Brain Functions Journal (behavioralandbrainfunctions.biomedcentral.com),https://mediabiasfactcheck.com/behavioral-and-brain-functions-journal-credibility/,pro-science
Behavioral Sciences Journal (mdpi.com/journal/behavsci),https://mediabiasfactcheck.com/behavioral-sciences-journal-bias-and-credibility/,pro-science
Beverages Journal (mdpi.com/journal/beverages),https://mediabiasfactcheck.com/beverages-journal-bias/,pro-science
Big Data and Cognitive Computing Journal (mdpi.com/journal/BDCC),https://mediabiasfactcheck.com/big-data-and-cognitive-computing-journal-bias/,pro-science
BioChem Journal (mdpi.com/journal/biochem),https://mediabiasfactcheck.com/biochem-journal-bias/,pro-science
Biochemistry Journal (annualreviews.org/content/journals/biochem),https://mediabiasfactcheck.com/biochemistry-journal-bias/,pro-science
Bioelectronic Medicine Journal (bioelecmed.biomedcentral.com),https://mediabiasfactcheck.com/bioelectronic-medicine-journal-credibility/,pro-science
Bioengineering Journal (mdpi.com/journal/bioengineering),https://mediabiasfactcheck.com/bioengineering-journal-bias/,pro-science
Biological Procedures Online (biologicalproceduresonline.biomedcentral.com),http://biologicalproceduresonline.biomedcentral.com,pro-science
Biologics Journal (mdpi.com/journal/biologics),https://mediabiasfactcheck.com/biologics-journal-bias/,pro-science
Biology Journal (mdpi.com/journal/biology),https://mediabiasfactcheck.com/biology-journal-bias/,pro-science
Biology and Life Sciences Forum (mdpi.com/journal/blsf/),https://mediabiasfactcheck.com/biology-and-life-sciences-forum-bias/,pro-science
Biology of Sex Differences (bsd.biomedcentral.com),https://mediabiasfactcheck.com/biology-of-sex-differences-journal-bias/,pro-science
Biomarker Research Journal (biomarkerres.biomedcentral.com),https://mediabiasfactcheck.com/biomarker-research-journal-bias/,pro-science
Biomass Journal (mdpi.com/journal/biomass),https://mediabiasfactcheck.com/biomass-journal-bias/,pro-science
Biomechanics Journal (mdpi.com/journal/biomechanics),https://mediabiasfactcheck.com/biomechanics-journal-bias/,pro-science
BioMed Journal (mdpi.com/journal/biomed),https://mediabiasfactcheck.com/biomed-journal-bias/,pro-science
BioMedical Central (BMC) (www.biomedcentral.com),https://mediabiasfactcheck.com/biomed-central-bmc/,pro-science
Biomedical Data Science (annualreviews.org/content/journals/biodatasci),https://mediabiasfactcheck.com/biomedical-data-science-bias/,pro-science
Biomedical Engineering Journal (annualreviews.org/content/journals/bioeng),https://mediabiasfactcheck.com/biomedical-engineering-journal-bias/,pro-science
Biomedicines Journal (mdpi.com/journal/biomedicines),https://mediabiasfactcheck.com/biomedicines-journal-bias/,pro-science
BioMedInformatics (mdpi.com/journal/biomedinformatics),https://mediabiasfactcheck.com/biomedinformatics-journal-bias/,pro-science
Biomimetics Journal (mdpi.com/journal/biomimetics),https://mediabiasfactcheck.com/biomimetics-journal-bias/,pro-science
Biomolecules Journal (mdpi.com/journal/biomolecules),https://mediabiasfactcheck.com/biomolecules-journal-bias/,pro-science
Biophysica (mdpi.com/journal/biophysica),https://mediabiasfactcheck.com/biophysica-journal-bias/,pro-science
BioPhysical Journal (cell.com/biophysj/),https://mediabiasfactcheck.com/biophysical-journal-bias/,pro-science
BioPhysical Reports (cell.com/biophysreports/),https://mediabiasfactcheck.com/biophysical-reports-bias/,pro-science
Biophysics Journal – (annualreviews.org/content/journals/biophys),https://mediabiasfactcheck.com/biophysics-journal-bias/,pro-science
Biosensors Journal (mdpi.com/journal/biosensors),https://mediabiasfactcheck.com/biosensors-journal-bias/,pro-science
BioSpace (biospace.com),https://mediabiasfactcheck.com/biospace/,pro-science
BioTech Journal (mdpi.com/journal/biotech),https://mediabiasfactcheck.com/biotech-journal-bias/,pro-science
Biotechnology for Biofuels and Bioproducts (biotechnologyforbiofuels.biomedcentral.com),https://mediabiasfactcheck.com/biotechnology-for-biofuels-and-bioproducts-bias/,pro-science
Biotechnology for Sustainable Materials (biotechsustainablematerials.biomedcentral.com),https://mediabiasfactcheck.com/biotechnology-for-sustainable-materials-bias/,pro-science
Biotechnology for the Environment (biotechforenvironment.biomedcentral.com),https://mediabiasfactcheck.com/biotechnology-for-the-environment-bias-and-credibility/,pro-science
Biotechnology Innovation Organization (BIO) (www.bio.org),https://mediabiasfactcheck.com/biotechnology-innovation-organization-bio/,pro-science
Blockchains Journal (mdpi.com/journal/blockchains),https://mediabiasfactcheck.com/blockchains-journal-bias/,pro-science
Blue Biotechnology (bluebiotechnology.biomedcentral.com),https://mediabiasfactcheck.com/blue-biotechnology-journal-bias/,pro-science
BMC Artificial Intelligence (bmcartificialintel.biomedcentral.com),https://mediabiasfactcheck.com/bmc-artificial-intelligence-bias/,pro-science
BMC Biomedical Engineering (bmcbiomedeng.biomedcentral.com),https://mediabiasfactcheck.com/bmc-biomedical-engineering-bias/,pro-science
BMC Biotechnology (bmcbiotechnol.biomedcentral.com),https://mediabiasfactcheck.com/bmc-biotechnology-bias/,pro-science
BMC Cancer Journal (bmccancer.biomedcentral.com),https://mediabiasfactcheck.com/bmc-cancer-journal-bias/,pro-science
BMC Chemistry (bmcchem.biomedcentral.com),https://mediabiasfactcheck.com/bmc-chemistry-bias/,pro-science
BMC Environmental Science (bmcenvsci.biomedcentral.com),https://mediabiasfactcheck.com/bmc-environmental-science-bias/,pro-science
BMC Immunology Journal (bmcimmunol.biomedcentral.com),https://mediabiasfactcheck.com/bmc-immunology-journal-bias/,pro-science
BMC Medical Education (bmcmededuc.biomedcentral.com/),https://bmcmededuc.biomedcentral.com/,pro-science
BMC Medical Genomics (bmcmedgenomics.biomedcentral.com),https://mediabiasfactcheck.com/bmc-medical-genomics-bias/,pro-science
BMC Neuroscience (bmcneurosci.biomedcentral.com),https://mediabiasfactcheck.com/bmc-neuroscience-bias/,pro-science
BMC Oral Health (bmcoralhealth.biomedcentral.com),https://mediabiasfactcheck.com/bmc-oral-health-journal-bias/,pro-science
BMC Pharmacology and Toxicology (bmcpharmacoltoxicol.biomedcentral.com),https://mediabiasfactcheck.com/bmc-pharmacology-and-toxicology-bias/,pro-science
BMC Research Notes (bmcresnotes.biomedcentral.com),https://mediabiasfactcheck.com/bmc-research-notes-bias/,pro-science
Brain Sciences Journal (mdpi.com/journal/brainsci),https://mediabiasfactcheck.com/brain-sciences-journal-bias/,pro-science
Breast Cancer Research Journal (breast-cancer-research.biomedcentral.com),https://mediabiasfactcheck.com/breast-cancer-research-journal-bias/,pro-science
British Journal of Biomedical Science (frontierspartnerships.org/journals/british-journal-of-biomedical-science),https://mediabiasfactcheck.com/british-journal-of-biomedical-science-bias/,pro-science
Buildings Journal (mdpi.com/journal/buildings),https://mediabiasfactcheck.com/buildings-journal-bias/,pro-science
Cancer & Metabolism Journal (cancerandmetabolism.biomedcentral.com),https://mediabiasfactcheck.com/cancer-metabolism-journal-bias/,pro-science
Cancer Biology Journal (annualreviews.org/content/journals/cancerbio),https://mediabiasfactcheck.com/cancer-biology-journal-bias/,pro-science
Cancer Cell International (cancerci.biomedcentral.com),https://mediabiasfactcheck.com/cancer-cell-international-bias/,pro-science
Cancer Cell Journal (cell.com/cancer-cell/),https://mediabiasfactcheck.com/cancer-cell-journal-credibility/,pro-science
Cancers Journal (mdpi.com/journal/cancers),https://mediabiasfactcheck.com/cancers-journal-bias/,pro-science
Carbon Brief (carbonbrief.org),https://mediabiasfactcheck.com/carbon-brief/,pro-science
Cardiogenetics Journal (mdpi.com/journal/cardiogenetics),https://mediabiasfactcheck.com/cardiogenetics-journal-bias/,pro-science
Catalysts Journal (mdpi.com/journal/catalysts),https://mediabiasfactcheck.com/catalysts-journal-bias/,pro-science
Cell and Developmental Biology (annualreviews.org/content/journals/cellbio),https://mediabiasfactcheck.com/cell-and-developmental-biology-journal-bias/,pro-science
Cell Chemical Biology (cell.com/cell-chemical-biology),https://mediabiasfactcheck.com/cell-chemical-biology-journal-credibility/,pro-science
Cell Chemical Catalysis (cell.com/chem-catalysis/),https://mediabiasfactcheck.com/cell-chem-catalysis-bias/,pro-science
Cell Genomics Journal (cell.com/cell-genomics/),https://mediabiasfactcheck.com/cell-genomics-journal-bias/,pro-science
Cell Host & Microbe (cell.com/cell-host-microbe/),https://mediabiasfactcheck.com/cell-host-microbe-journal-bias/,pro-science
Cell Journal (cell.com/cell/),https://mediabiasfactcheck.com/cell-journal-bias/,pro-science
Cell Metabolism Journal (cell.com/cell-metabolism/),https://mediabiasfactcheck.com/cell-metabolism-journal-bias/,pro-science
Cell Reports (cell.com/cell-reports),https://mediabiasfactcheck.com/cell-reports-bias/,pro-science
Cell Reports Medicine (cell.com/cell-reports-medicine/),https://mediabiasfactcheck.com/cell-reports-medicine-bias/,pro-science
Cell Reports Methods (cell.com/cell-reports-methods),https://mediabiasfactcheck.com/cell-reports-methods-bias/,pro-science
Cell Reports Physical Science (cell.com/cell-reports-physical-science),https://mediabiasfactcheck.com/cell-reports-physical-science-bias/,pro-science
Cell Systems Journal (cell.com/cell-systems/),https://mediabiasfactcheck.com/cell-systems-journal-bias/,pro-science
Cell Reports Sustainability (cell.com/cell-reports-sustainability/),https://mediabiasfactcheck.com/cell-reports-sustainability-bias/,pro-science
Cell Stem Cell Journal (cell.com/cell-stem-cell/),https://mediabiasfactcheck.com/cell-stem-cell-journal-bias/,pro-science
Cells Journal (mdpi.com/journal/cells),https://mediabiasfactcheck.com/cells-journal-bias/,pro-science
Centers for Disease Control (CDC) (www.cdc.gov),https://mediabiasfactcheck.com/centers-disease-control-prevention-cdc/,pro-science
Chem Journal (cell.com/chem/),https://mediabiasfactcheck.com/chem-journal-bias/,pro-science
Ceramics Journal (mdpi.com/journal/ceramics),https://mediabiasfactcheck.com/ceramics-journal-bias/,pro-science
Challenges Journal – (mdpi.com/journal/challenges),https://mediabiasfactcheck.com/challenges-journal-bias/,pro-science
ChemEngineering Journal (mdpi.com/journal/ChemEngineering),https://mediabiasfactcheck.com/chemengineering-journal-bias/,pro-science
Chemical and Biomolecular Engineering Journal (annualreviews.org/content/journals/chembioeng),https://mediabiasfactcheck.com/chemical-and-biomolecular-journal-bia/,pro-science
Chemistry Journal (mdpi.com/journal/chemistry),https://mediabiasfactcheck.com/chemistry-journal-bias/,pro-science
Chemistry Proceedings Journal (mdpi.com/journal/chemproc),https://mediabiasfactcheck.com/chemistry-proceedings-journal-bias/,pro-science
Chemosensors Journal (mdpi.com/journal/chemosensors),https://mediabiasfactcheck.com/chemosensors-journal-bias/,pro-science
Child Trends (childtrends.org),https://mediabiasfactcheck.com/child-trends-bias/,pro-science
Children Journal (mdpi.com/journal/children),https://mediabiasfactcheck.com/children-journal-bias/,pro-science
Chips Journal (mdpi.com/journal/chips),https://mediabiasfactcheck.com/chips-journal-bias/,pro-science
CivilEng Journal (mdpi.com/journal/civileng),https://mediabiasfactcheck.com/civileng-journal-bias-and-credibility/,pro-science
Clean Technologies Journal (mdpi.com/journal/cleantechnol),https://mediabiasfactcheck.com/clean-technologies-journal-bias-and-credibility/,pro-science
Climate Action Tracker (climateactiontracker.org),https://mediabiasfactcheck.com/climate-action-tracker/,pro-science
Climate Central (www.climatecentral.org),https://mediabiasfactcheck.com/climate-central/,pro-science
Climate Feedback (climatefeedback.org),https://mediabiasfactcheck.com/climate-feedback/,pro-science
Climate Journal (mdpi.com/journal/climate),https://mediabiasfactcheck.com/climate-journal-bias-and-credibility/,pro-science
Climate Science & Policy Watch (CSPW) (www.climatesciencewatch.org),https://mediabiasfactcheck.com/climate-science-and-policy-watch/,pro-science
Clinical Epigenetics Journal (clinicalepigeneticsjournal.biomedcentral.com/),https://mediabiasfactcheck.com/clinical-epigenetics-journal-bias/,pro-science
Clinical and Translational Neuroscience (mdpi.com/journal/ctn),https://mediabiasfactcheck.com/clinical-and-translational-neuroscience-bias-and-credibility/,pro-science
Clinics and Practice Journal (mdpi.com/journal/clinpract),https://mediabiasfactcheck.com/clinics-and-practice-journal-bias/,pro-science
Clocks & Sleep Journal (mdpi.com/journal/clockssleep),https://mediabiasfactcheck.com/clocks-sleep-journal-bias/,pro-science
Coasts Journal (mdpi.com/journal/coasts),https://mediabiasfactcheck.com/coasts-journal-bias-and-credibility/,pro-science
Coatings Journal (mdpi.com/journal/coatings),https://mediabiasfactcheck.com/coatings-journal-bias-and-credibility/,pro-science
Cochrane (www.cochrane.org),https://mediabiasfactcheck.com/cochrane/,pro-science
Cold Spring Harbor Laboratory (cshl.edu),https://mediabiasfactcheck.com/cold-spring-harbor-laboratory/,pro-science
Colloids and Interfaces Journal (mdpi.com/journal/colloids),https://mediabiasfactcheck.com/colloids-and-interfaces-journal-bias/,pro-science
Colorants Journal (mdpi.com/journal/colorants),https://mediabiasfactcheck.com/colorants-journal-bias/,pro-science
Commodities Journal (mdpi.com/journal/commodities),https://mediabiasfactcheck.com/commodities-journal-bias/,pro-science
Complications Journal (mdpi.com/journal/complications),https://mediabiasfactcheck.com/complications-journal-bias/,pro-science
Compounds Journal (mdpi.com/journal/compounds),https://mediabiasfactcheck.com/compounds-journal-bias/,pro-science
Computation Journal (mdpi.com/journal/computation),https://mediabiasfactcheck.com/computation-journal-bias/,pro-science
Computers Journal (mdpi.com/journal/computers),https://mediabiasfactcheck.com/computers-journal-bias/,pro-science
Condensed Matter Journal (mdpi.com/journal/condensedmatter),https://mediabiasfactcheck.com/condensed-matter-journal-bias/,pro-science
Condensed Matter Physics Journal (annualreviews.org/content/journals/conmatphys),https://mediabiasfactcheck.com/condensed-matter-physics-journal-bias-and-credibility/,pro-science
Conservation Journal (mdpi.com/journal/conservation),https://mediabiasfactcheck.com/conservation-journal-bias/,pro-science
Construction Materials Journal (mdpi.com/journal/constrmater),https://mediabiasfactcheck.com/construction-materials-journal-bias/,pro-science
ConsumerLab.com (www.consumerlab.com),https://mediabiasfactcheck.com/consumerlab-com/,pro-science
Contagion (contagionlive.com),https://mediabiasfactcheck.com/contagion-live-bias/,pro-science
"Control, Robotics and Autonomous Systems (annualreviews.org/content/journals/control)",https://mediabiasfactcheck.com/control-robotics-and-autonomous-systems-journal-bias/,pro-science
Corrosion and Materials Degradation Journal (mdpi.com/journal/cmd),https://mediabiasfactcheck.com/corrosion-and-materials-degradation-journal-bias/,pro-science
Cosmetics Journal (mdpi.com/journal/cosmetics),https://mediabiasfactcheck.com/cosmetics-journal-bias/,pro-science
Cosmos Magazine (cosmosmagazine.com),https://mediabiasfactcheck.com/cosmos-magazine/,pro-science
Covid.gov,https://mediabiasfactcheck.com/covid-gov-bias/,pro-science
COVID Journal (mdpi.com/journal/covid),https://mediabiasfactcheck.com/covid-journal-bias/,pro-science
Crime Science Journal (crimesciencejournal.biomedcentral.com),https://mediabiasfactcheck.com/crime-science-journal-bias/,pro-science
Criminology Journal (annualreviews.org/content/journals/criminol),https://mediabiasfactcheck.com/criminology-journal-bias/,pro-science
Current Biology Journal (cell.com/current-biology),https://mediabiasfactcheck.com/current-biology-journal-bias/,pro-science
Developmental Cell Journal (cell.com/developmental-cell/),https://mediabiasfactcheck.com/developmental-cell-journal-bias/,pro-science
Developmental Psychology Journal (annualreviews.org/content/journals/devpsych),https://mediabiasfactcheck.com/developmental-psychology-journal-bias/,pro-science
Device Journal (cell.com/device/),https://mediabiasfactcheck.com/device-journal-bias/,pro-science
Disability Scoop (disabilityscoop.com),https://mediabiasfactcheck.com/disability-scoop/,pro-science
Discover Magazine (discovermagazine.com),https://mediabiasfactcheck.com/discover-magazine/,pro-science
Drugs.com,https://mediabiasfactcheck.com/drugs-com/,pro-science
Dystonia Journal (frontierspartnerships.org/journals/dystonia),https://mediabiasfactcheck.com/dystonia-journal-bias/,pro-science
Earth.com,https://mediabiasfactcheck.com/earth-com-bias/,pro-science
Earth & Sky (earthsky.org),https://mediabiasfactcheck.com/earth-sky/,pro-science
Earth and Planetary Science Journal (annualreviews.org/content/journals/earth),https://mediabiasfactcheck.com/earth-and-planetary-sciences-journal-bias/,pro-science
"Ecology, Evolution, and Systematics Journal (annualreviews.org/content/journals/ecolsys)",https://mediabiasfactcheck.com/ecology-evolution-and-systematics-journal-bias-and-credibility/,pro-science
Encyclopedia Britannica (www.britannica.com),https://mediabiasfactcheck.com/encyclopedia-britannica/,pro-science
"Energy, Sustainability and Society Journal (energsustainsoc.biomedcentral.com)",https://mediabiasfactcheck.com/energy-sustainability-and-society-journal-bias/,pro-science
Entomology Journal (annualreviews.org/content/journals/ento),https://mediabiasfactcheck.com/entomology-journal-bias/,pro-science
Environmental Protection Agency (epa.gov),https://mediabiasfactcheck.com/environmental-protection-agency-epa-bias/,pro-science
Environment and Resources Journal (annualreviews.org/content/journals/energy),https://mediabiasfactcheck.com/environment-and-resources-journal-bias/,pro-science
Epigenetics Communications (epicom.biomedcentral.com),https://mediabiasfactcheck.com/epigenetics-communications-bias/,pro-science
EurekaAlert (eurekalert.org),https://mediabiasfactcheck.com/eurekaalert/,pro-science
European Space Agency (esa.int),https://mediabiasfactcheck.com/european-space-agency-credible/,pro-science
Everyday Health (https://www.everydayhealth.com/),https://mediabiasfactcheck.com/everyday-health-science-credible/,pro-science
Examine.com (examine.com),https://mediabiasfactcheck.com/examine-com/,pro-science
Experimental Biology and Medicine (ebm-journal.org/journals/experimental-biology-and-medicine/),https://mediabiasfactcheck.com/experimental-biology-and-medicine-bias/,pro-science
Federation of American Scientists (fas.org),https://mediabiasfactcheck.com/federation-of-american-scientists-fas/,pro-science
Financial Economics Journal (annualreviews.org/content/journals/financial),https://mediabiasfactcheck.com/financial-economics-journal-bias-and-credibility/,pro-science
Fluid Mechanics Journal (annualreviews.org/content/journals/fluid),https://mediabiasfactcheck.com/fluid-mechanics-journal-bias-and-credibility/,pro-science
Food Safety and Risk Journal (foodsafetyandrisk.biomedcentral.com),https://mediabiasfactcheck.com/food-safety-and-risk-journal-bias/,pro-science
Food Science and Technology Journal (annualreviews.org/content/journals/food),https://mediabiasfactcheck.com/food-science-and-technology-bias/,pro-science
Frontiers (www.frontiersin.org),https://mediabiasfactcheck.com/frontiers/,pro-science
Frontiers in Aerospace Engineering (frontiersin.org/journals/aerospace-engineering),https://mediabiasfactcheck.com/frontiers-in-aerospace-engineering-bias/,pro-science
Frontiers in Aging (frontiersin.org/journals/aging),https://mediabiasfactcheck.com/frontiers-in-aging-credibility/,pro-science
Frontiers in Aging Neuroscience (frontiersin.org/journals/aging-neuroscience),https://mediabiasfactcheck.com/frontiers-in-aging-neuroscience-bias/,pro-science
Frontiers in Agronomy (frontiersin.org/journals/agronomy),https://mediabiasfactcheck.com/frontiers-in-agronomy-bias/,pro-science
Frontiers in Allergy (frontiersin.org/journals/allergy),https://mediabiasfactcheck.com/frontiers-in-allergy-bias/,pro-science
